ObjectID,GlobalID,Date and Pickup Time,Deer and Bear Removal,Other wildlife types,Route,Latitude_d,Longitude_d,County,District,Residency,x,y,Date,Year,MonthName,MonthNumber,DOWName,DOWNumber,wildlife,Standardized route
1857,4697e969-a196-4207-9572-f95f270e02dd,1/24/2023 4:54:21 PM,Deer,,I-64,38.0572701059636,-78.9279169590016,Augusta County,Staunton,Lexington,-78.9279169590016,38.0572701059636,2023-01-24,2023,January,1,Tuesday,1,Deer,I-64
1855,63452151-7880-49bd-8e26-140827f94a58,1/23/2023 9:03:17 PM,Deer,,I-64,38.0766157308485,-79.0881913435818,Augusta County,Staunton,Lexington,-79.0881913435818,38.0766157308485,2023-01-23,2023,January,1,Monday,0,Deer,I-64
1853,34f14596-dc60-4bba-87a5-6a1623d49b1a,1/23/2023 8:11:37 PM,Other,Dog,I-64,38.056133050029,-78.9260480429653,Augusta County,Staunton,Lexington,-78.9260480429653,38.056133050029,2023-01-23,2023,January,1,Monday,0,Dog,I-64
1852,0d56caf3-e4f1-41a6-b91c-4b5298822793,1/23/2023 7:33:25 PM,Deer,,I-64,38.0579091841711,-78.9314262104024,Augusta County,Staunton,Lexington,-78.9314262104024,38.0579091841711,2023-01-23,2023,January,1,Monday,0,Deer,I-64
1850,bab5f9bc-7f9b-463e-9ef1-569794a27290,1/23/2023 3:07:21 PM,Deer,,I-64,38.015784257238,-78.4601267237747,Albemarle County,Culpeper,Charlottesville,-78.4601267237747,38.015784257238,2023-01-23,2023,January,1,Monday,0,Deer,I-64
1849,24b83b16-513d-418d-870a-59cd502daee6,1/23/2023 2:59:35 PM,Deer,,I-64,38.0180474570853,-78.4438553668817,Albemarle County,Culpeper,Charlottesville,-78.4438553668817,38.0180474570853,2023-01-23,2023,January,1,Monday,0,Deer,I-64
1848,f875fecf-d6a1-4098-93f7-b6276ad7ffb5,1/23/2023 2:51:46 PM,Deer,,I-64,37.8357938630859,-79.4461097662146,Rockbridge County,Staunton,Lexington,-79.4461097662146,37.8357938630859,2023-01-23,2023,January,1,Monday,0,Deer,I-64
1846,b2bfdb70-8f84-4f9c-bab1-034895e6bf06,1/20/2023 2:18:09 PM,Bear,,I-64,38.0347857795086,-78.8474145175917,Albemarle County,Culpeper,Charlottesville,-78.8474145175917,38.0347857795086,2023-01-20,2023,January,1,Friday,4,Bear,I-64
1793,419cb9d0-e9b2-42f6-bfd1-974e494f3ece,1/2/2023 4:34:09 PM,Deer,,I-64,37.8092832444588,-80.0636095181853,Alleghany County,Staunton,Lexington,-80.0636095181853,37.8092832444588,2023-01-02,2023,January,1,Monday,0,Deer,I-64
1845,3c042741-8665-413f-8691-1e4e1b64523c,1/20/2023 1:20:31 PM,Deer,,I-64,37.8143623005951,-79.8451157660036,Alleghany County,Staunton,Lexington,-79.8451157660036,37.8143623005951,2023-01-20,2023,January,1,Friday,4,Deer,I-64
1839,92cedd0f-8130-44c2-8525-6b57b8a23467,1/17/2023 2:02:29 PM,Bear,,I-64,37.7859780332425,-79.9022067525237,Alleghany County,Staunton,Lexington,-79.9022067525237,37.7859780332425,2023-01-17,2023,January,1,Tuesday,1,Bear,I-64
1838,b7c2d69c-5fd3-483c-89af-834fe1f320ae,1/17/2023 1:22:41 PM,Bear,,I-64,37.8157439735139,-80.181619506404,Alleghany County,Staunton,Lexington,-80.181619506404,37.8157439735139,2023-01-17,2023,January,1,Tuesday,1,Bear,I-64
1835,a076c984-76ba-41c3-bb0f-6a5a1a5c4d53,1/13/2023 6:15:23 PM,Deer,,I-64,37.9498086996243,-78.1320972192644,Albemarle County,Culpeper,Charlottesville,-78.1320972192644,37.9498086996243,2023-01-13,2023,January,1,Friday,4,Deer,I-64
1834,a7f8d4fb-a0fa-445b-aa89-f1de8a835e02,1/13/2023 6:09:42 PM,Deer,,I-64,37.9520467028349,-78.1387474586713,Albemarle County,Culpeper,Charlottesville,-78.1387474586713,37.9520467028349,2023-01-13,2023,January,1,Friday,4,Deer,I-64
1833,ac0d917d-4feb-4b0a-93f2-3d1c5fa836ce,1/13/2023 5:51:14 PM,Deer,,I-64,37.9995619640741,-78.3476513456006,Albemarle County,Culpeper,Charlottesville,-78.3476513456006,37.9995619640741,2023-01-13,2023,January,1,Friday,4,Deer,I-64
1832,22334867-470c-4aca-9353-f646511e7768,1/13/2023 5:40:46 PM,Deer,,I-64,38.0162451545135,-78.4530758691165,Albemarle County,Culpeper,Charlottesville,-78.4530758691165,38.0162451545135,2023-01-13,2023,January,1,Friday,4,Deer,I-64
1829,9b757c43-2310-4b89-96b3-4e181f3bb610,1/12/2023 1:51:57 PM,Bear,,I-64,37.8881167620773,-79.5941811987009,Rockbridge County,Staunton,Lexington,-79.5941811987009,37.8881167620773,2023-01-12,2023,January,1,Thursday,3,Bear,I-64
1824,71bbc6e1-afcf-4181-aa54-ab9d8cb52df1,1/11/2023 4:34:55 PM,Deer,,I-64,38.1054717488942,-79.0148103051623,Augusta County,Staunton,Lexington,-79.0148103051623,38.1054717488942,2023-01-11,2023,January,1,Wednesday,2,Deer,I-64
1843,e3044939-507a-44f1-8b78-ac3858ab8479,1/18/2023 3:13:04 PM,Deer,,I-64,37.904336372324,-78.0548508873174,Albemarle County,Culpeper,Charlottesville,-78.0548508873174,37.904336372324,2023-01-18,2023,January,1,Wednesday,2,Deer,I-64
1792,8f036463-af6a-41d9-b461-196f62359dc0,12/30/2022 5:22:10 PM,Bear,,I-64,37.7798532508666,-80.0058965944499,Alleghany County,Staunton,Lexington,-80.0058965944499,37.7798532508666,2022-12-30,2022,December,12,Friday,4,Bear,I-64
1791,2f5be12a-8005-4368-a837-b8f04dc36cfa,12/29/2022 9:17:27 PM,Bear,,I-64,37.7731749276051,-79.9458309543132,Alleghany County,Staunton,Lexington,-79.9458309543132,37.7731749276051,2022-12-29,2022,December,12,Thursday,3,Bear,I-64
1784,739d2f98-1c14-4d34-b121-f01cc3fefa93,12/27/2022 7:49:21 PM,Deer,,I-64,37.808737947804,-79.432908183439,Rockbridge County,Staunton,Lexington,-79.432908183439,37.808737947804,2022-12-27,2022,December,12,Tuesday,1,Deer,I-64
1748,d040cf27-b780-4670-8cb8-f9bb4d0c9a33,12/13/2022 5:46:01 PM,Bear,,I-64,37.8317414643595,-79.7582216654716,Alleghany County,Staunton,Lexington,-79.7582216654716,37.8317414643595,2022-12-13,2022,December,12,Tuesday,1,Bear,I-64
1747,557a4c9c-2926-4873-83e0-56e0a8ddd229,12/12/2022 7:29:35 PM,Deer,,I-64,37.8952276513879,-79.5677991342825,Rockbridge County,Staunton,Lexington,-79.5677991342825,37.8952276513879,2022-12-12,2022,December,12,Monday,0,Deer,I-64
1744,c2a4edc5-5004-4a81-b843-eb87ec3eca35,12/12/2022 3:30:58 PM,Deer,,I-64,38.0379321840449,-78.8393508212185,Albemarle County,Culpeper,Charlottesville,-78.8393508212185,38.0379321840449,2022-12-12,2022,December,12,Monday,0,Deer,I-64
1741,8aeef61a-8bf5-4b7c-8104-7ed90ecbcb34,12/11/2022 3:16:05 PM,Deer,,I-64,37.830254850013,-79.8221073579787,Alleghany County,Staunton,Lexington,-79.8221073579787,37.830254850013,2022-12-11,2022,December,12,Sunday,6,Deer,I-64
1740,dadf1927-ba48-416c-a52d-d339bea63343,12/11/2022 2:49:39 PM,Bear,,I-64,37.8179422729631,-80.1451684974481,Alleghany County,Staunton,Lexington,-80.1451684974481,37.8179422729631,2022-12-11,2022,December,12,Sunday,6,Bear,I-64
1736,88cf3fe1-aa7a-40f6-a5a5-b8f4386acabd,12/9/2022 3:45:53 PM,Deer,,I-64,38.0083224958193,-78.509239018525,Albemarle,Culpeper,Charlottesville,-78.509239018525,38.0083224958193,2022-12-09,2022,December,12,Friday,4,Deer,I-64
1735,b2c65c48-102c-47ea-bc15-b0f4a483b0c3,12/9/2022 3:37:46 PM,Deer,,I-64,38.0157898667314,-78.4595915035656,Albemarle,Culpeper,Charlottesville,-78.4595915035656,38.0157898667314,2022-12-09,2022,December,12,Friday,4,Deer,I-64
1734,d80810a9-90a6-4893-baeb-82a0a5dc57b1,12/9/2022 3:06:58 PM,Deer,,I-64,38.0152181410914,-78.4607076792725,Albemarle,Culpeper,Charlottesville,-78.4607076792725,38.0152181410914,2022-12-09,2022,December,12,Friday,4,Deer,I-64
1749,3f41565d-ea0b-4596-b79c-db0fb9b04715,12/13/2022 7:18:19 PM,Bear,,I-64,37.8158766171316,-80.1285024639965,Alleghany County,Staunton,Lexington,-80.1285024639965,37.8158766171316,2022-12-13,2022,December,12,Tuesday,1,Bear,I-64
1732,58e171d8-0901-4a82-9330-e06078d23062,12/8/2022 5:47:06 PM,Bear,,I-64,37.8675427101905,-79.5027924702312,Rockbridge County,Staunton,Lexington,-79.5027924702312,37.8675427101905,2022-12-08,2022,December,12,Thursday,3,Bear,I-64
1729,afb65f6e-a034-4cd0-a5bf-2e0cdda9f0fa,12/7/2022 4:08:53 PM,Deer,,I-64,37.7767676627617,-79.9755976070463,Alleghany County,Staunton,Lexington,-79.9755976070463,37.7767676627617,2022-12-07,2022,December,12,Wednesday,2,Deer,I-64
1724,dc9b3c5e-f8ca-479d-b9c1-3400dc60ecd2,12/7/2022 2:27:18 PM,Deer,,I-64,37.8310344089176,-79.7665302269904,Alleghany County,Staunton,Lexington,-79.7665302269904,37.8310344089176,2022-12-07,2022,December,12,Wednesday,2,Deer,I-64
1715,0520d028-fc6a-4bdd-aa2e-5d959fff55d5,12/6/2022 4:55:09 PM,Deer,,I-64,37.871661242133,-79.6184794139859,Rockbridge County,Staunton,Lexington,-79.6184794139859,37.871661242133,2022-12-06,2022,December,12,Tuesday,1,Deer,I-64
1714,ffe65dff-e59c-47c0-8348-07faf684b993,12/6/2022 4:16:04 PM,Deer,,I-64,37.997004250626,-78.3035279903554,Louisa,Culpeper,Louisa,-78.3035279903554,37.997004250626,2022-12-06,2022,December,12,Tuesday,1,Deer,I-64
1713,023ae2df-811d-4890-82ee-667933bbbce6,12/6/2022 4:10:09 PM,Deer,,I-64,37.9871553152558,-78.236425225197,Louisa,Culpeper,Louisa,-78.236425225197,37.9871553152558,2022-12-06,2022,December,12,Tuesday,1,Deer,I-64
1712,d3be7cb0-9b51-4563-9ab0-7e8c5cda0182,12/6/2022 3:56:43 PM,Deer,,I-64,37.9523229106041,-78.1375689218479,Louisa,Culpeper,Louisa,-78.1375689218479,37.9523229106041,2022-12-06,2022,December,12,Tuesday,1,Deer,I-64
1711,44f252cb-b12a-4cb2-b468-5391477f0907,12/6/2022 3:40:34 PM,Deer,,I-64,37.969278054111,-78.1959226164533,Louisa,Culpeper,Louisa,-78.1959226164533,37.969278054111,2022-12-06,2022,December,12,Tuesday,1,Deer,I-64
1710,5f59b325-60ee-4132-a7c8-1eeb7c4db761,12/6/2022 2:38:43 PM,Deer,,I-64,37.8065840122767,-79.427343488731,Rockbridge County,Staunton,Lexington,-79.427343488731,37.8065840122767,2022-12-06,2022,December,12,Tuesday,1,Deer,I-64
1731,c407370a-3266-42c7-aa90-c0c3dcfd2e5f,12/8/2022 5:25:05 PM,Bear,,I-64,37.8350559203307,-79.4448221382494,Rockbridge County,Staunton,Lexington,-79.4448221382494,37.8350559203307,2022-12-08,2022,December,12,Thursday,3,Bear,I-64
1858,c1c8c09a-ac6a-4ddd-8f82-647f517237c4,1/24/2023 4:55:28 PM,Deer,,I-64,38.0572787335801,-78.9278548397329,Augusta County,Staunton,Lexington,-78.9278548397329,38.0572787335801,2023-01-24,2023,January,1,Tuesday,1,Deer,I-64
1752,6b8267f2-4d7b-43d6-b2d0-6c140e9952eb,12/16/2022 4:26:42 PM,Deer,,I-64,38.0796503213452,-78.9848341805188,Augusta County,Staunton,Harrisonburg,-78.9848341805188,38.0796503213452,2022-12-16,2022,December,12,Friday,4,Deer,I-64
1759,58a17363-e2bb-4a0f-9258-0cda48719436,12/19/2022 12:45:10 PM,Deer,,I-64,37.8360807337219,-79.4463897217805,Alleghany County,Staunton,Lexington,-79.4463897217805,37.8360807337219,2022-12-19,2022,December,12,Monday,0,Deer,I-64
1782,bd610b16-34d0-4d77-861b-b36c82bf11ca,12/27/2022 6:11:23 PM,Deer,,I-64,38.8290148064302,-77.7317890132392,Fauguier,Culpeper,Warrenton,-77.7317890132392,38.8290148064302,2022-12-27,2022,December,12,Tuesday,1,Deer,I-64
1781,b1a6e727-aa4a-4a22-bbb0-c51c2b66583c,12/27/2022 6:01:22 PM,Deer,,I-64,38.8435793612573,-77.7503475005171,Fauguier,Culpeper,Warrenton,-77.7503475005171,38.8435793612573,2022-12-27,2022,December,12,Tuesday,1,Deer,I-64
1780,a91e6cb6-0b05-4da6-8918-4da8871b83a9,12/27/2022 5:32:29 PM,Deer,,I-64,38.9084592425206,-77.9603585186307,Fauguier,Culpeper,Warrenton,-77.9603585186307,38.9084592425206,2022-12-27,2022,December,12,Tuesday,1,Deer,I-64
1779,d2c6aac7-d8b5-40d5-a852-ba7f05206939,12/27/2022 5:28:01 PM,Deer,,I-64,38.906613147357,-78.0061077419972,Fauguier,Culpeper,Warrenton,-78.0061077419972,38.906613147357,2022-12-27,2022,December,12,Tuesday,1,Deer,I-64
1777,7ca51bdf-d2d9-430c-bfb1-ce4739e82b86,12/27/2022 4:57:04 PM,Deer,,I-64,37.8329128353278,-79.443647917434,Rockbridge County,Staunton,Lexington,-79.443647917434,37.8329128353278,2022-12-27,2022,December,12,Tuesday,1,Deer,I-64
1776,d4530f3c-3f57-49ff-be3b-412af7204876,12/22/2022 3:59:10 PM,Bear,,I-64,37.8233337449262,-80.1630714443327,Alleghany County,Staunton,Lexington,-80.1630714443327,37.8233337449262,2022-12-22,2022,December,12,Thursday,3,Bear,I-64
1775,0b1c926e-097c-48ea-8ee7-2e4bbf601e4c,12/22/2022 2:49:08 PM,Bear,,I-64,37.7999613527561,-79.7086888924983,Alleghany County,Staunton,Lexington,-79.7086888924983,37.7999613527561,2022-12-22,2022,December,12,Thursday,3,Bear,I-64
1774,d3fedac5-fdf0-4aed-89b1-0f5c3c2a51b7,12/21/2022 7:24:01 PM,Deer,,I-64,37.7962782187741,-80.0494734384865,Alleghany County,Staunton,Lexington,-80.0494734384865,37.7962782187741,2022-12-21,2022,December,12,Wednesday,2,Deer,I-64
1757,1d6472e3-20e1-46b5-bff1-b63a7c5d6541,12/18/2022 4:24:50 PM,Bear,,I-64,37.8294305317456,-79.7539363336561,Alleghany County,Staunton,Lexington,-79.7539363336561,37.8294305317456,2022-12-18,2022,December,12,Sunday,6,Bear,I-64
1772,c0e82bce-a130-400f-95ea-b849b1ebcdc3,12/21/2022 1:27:36 PM,Deer,,I-64,37.7934650425221,-79.4011462201172,City of Lexington,Staunton,Lexington,-79.4011462201172,37.7934650425221,2022-12-21,2022,December,12,Wednesday,2,Deer,I-64
1770,a7822c33-5275-4f74-86b6-1544ea657b99,12/20/2022 4:27:06 PM,Deer,,I-64,37.8057465960261,-79.4267464249818,Rockbridge County,Staunton,Lexington,-79.4267464249818,37.8057465960261,2022-12-20,2022,December,12,Tuesday,1,Deer,I-64
1768,16456998-dc01-4635-8a8f-dd80c359bdb3,12/20/2022 4:20:44 PM,Deer,,I-64,37.7766312053779,-79.9752597325295,Alleghany County,Staunton,Lexington,-79.9752597325295,37.7766312053779,2022-12-20,2022,December,12,Tuesday,1,Deer,I-64
1767,0041fef3-97dd-47de-9f36-a6872f7ecb69,12/20/2022 4:10:36 PM,Deer,,I-64,37.8104390425732,-79.4372395010154,Rockbridge County,Staunton,Lexington,-79.4372395010154,37.8104390425732,2022-12-20,2022,December,12,Tuesday,1,Deer,I-64
1765,7c86a933-8f82-4b72-808a-364bbf1dcb6b,12/19/2022 8:27:33 PM,Deer,,I-64,38.0371490524259,-78.7012511448427,Albemarle,Culpeper,Charlottesville,-78.7012511448427,38.0371490524259,2022-12-19,2022,December,12,Monday,0,Deer,I-64
1764,f29c4c92-ea6b-4050-b2e9-9bd9f6201570,12/19/2022 5:47:37 PM,Deer,,I-64,38.1065747212066,-79.0155299342528,Augusta County,Staunton,Harrisonburg,-79.0155299342528,38.1065747212066,2022-12-19,2022,December,12,Monday,0,Deer,I-64
1763,536222a3-cc17-49a9-8243-4ee6632a064c,12/19/2022 5:46:16 PM,Deer,,I-64,38.1065532228,-79.0155610324308,Augusta County,Staunton,Harrisonburg,-79.0155610324308,38.1065532228,2022-12-19,2022,December,12,Monday,0,Deer,I-64
1762,6a188cf3-8d75-4e24-b1d9-bdc5eb168e2d,12/19/2022 5:45:05 PM,Deer,,I-64,38.1065017171559,-79.0155858826628,Augusta County,Staunton,Harrisonburg,-79.0155858826628,38.1065017171559,2022-12-19,2022,December,12,Monday,0,Deer,I-64
1760,c6cb13e2-b8a5-43ee-9982-7c36d2da206f,12/19/2022 3:53:13 PM,Bear,,I-64,37.8635102837471,-79.4916656286034,Rockbridge County,Staunton,Lexington,-79.4916656286034,37.8635102837471,2022-12-19,2022,December,12,Monday,0,Bear,I-64
1771,ffd1f092-26e6-4afc-bb3c-3046375fe42b,12/20/2022 8:43:13 PM,Deer,,I-64,38.0423665906221,-78.8229739885774,Albemarle,Culpeper,Charlottesville,-78.8229739885774,38.0423665906221,2022-12-20,2022,December,12,Tuesday,1,Deer,I-64
1709,c0034736-a4ec-431d-abd1-6d444ac4049d,12/5/2022 7:21:00 PM,Deer,,I-64,37.8158672713095,-80.1292038616539,Alleghany County,Staunton,Lexington,-80.1292038616539,37.8158672713095,2022-12-05,2022,December,12,Monday,0,Deer,I-64
1859,9a8e12d7-2aa5-46d5-b1ca-618d01518346,1/25/2023 1:39:47 PM,Other,Coyote,I-64,37.8024824615921,-79.7014600877461,Alleghany County,Staunton,Lexington,-79.7014600877461,37.8024824615921,2023-01-25,2023,January,1,Wednesday,2,Coyote,I-64
1861,b7642f09-edc6-483a-a09e-b3be37ec731b,1/27/2023 5:52:00 PM,Deer,,I-64,37.9938487850536,-78.2535621874115,Albemarle County,Culpeper,Charlottesville,-78.2535621874115,37.9938487850536,2023-01-27,2023,January,1,Friday,4,Deer,I-64
1949,47b3f310-4dcb-4d66-8660-e99ca634f49b,3/28/2023 3:37:17 PM,Deer,,I-64,37.8066470520923,-79.7394894529877,Alleghany County,Staunton,Lexington,-79.7394894529877,37.8066470520923,2023-03-28,2023,March,3,Tuesday,1,Deer,I-64
1948,2131e4b7-717d-42c7-9e97-1fe51031aaed,3/27/2023 3:51:29 PM,Deer,,I-64,37.8267475683596,-79.4433734101052,Rockbridge County,Staunton,Lexington,-79.4433734101052,37.8267475683596,2023-03-27,2023,March,3,Monday,0,Deer,I-64
1947,cb2746fd-3406-4098-8729-1574d0a0f157,3/27/2023 2:50:02 PM,Other,Coyote,I-64,37.8525632727849,-79.630517078099,Augusta County,Staunton,Lexington,-79.630517078099,37.8525632727849,2023-03-27,2023,March,3,Monday,0,Coyote,I-64
1944,521fa80d-1285-44d9-bbf5-3b48afbe21db,3/24/2023 4:45:30 PM,Deer,,I-64,38.01015461091,-78.4808997290573,Albemarle County,Culpeper,Charlottesville,-78.4808997290573,38.01015461091,2023-03-24,2023,March,3,Friday,4,Deer,I-64
1942,91a2ab9b-9e5d-428f-b2c7-61267dda7e6c,3/20/2023 5:05:37 PM,Deer,,I-64,38.0342480594625,-78.6237509460139,Albemarle County,Culpeper,Charlottesville,-78.6237509460139,38.0342480594625,2023-03-20,2023,March,3,Monday,0,Deer,I-64
1941,fb2abb5e-e949-43c6-b32c-49abf6320373,3/18/2023 12:39:06 PM,Bear,,I-64,37.7915309183651,-80.2171374858173,Alleghany County,Staunton,Lexington,-80.2171374858173,37.7915309183651,2023-03-18,2023,March,3,Saturday,5,Bear,I-64
1939,e4f0e3f8-2d31-496e-8550-da6b5783ee59,3/17/2023 1:21:33 PM,Deer,,I-64,38.0322418423903,-78.640147308428,Albemarle County,Culpeper,Charlottesville,-78.640147308428,38.0322418423903,2023-03-17,2023,March,3,Friday,4,Deer,I-64
1938,3e268bda-6596-4b27-80f4-67c97988756f,3/16/2023 2:00:55 PM,Deer,,I-64,37.9903100781146,-78.2451004690409,Albemarle County,Culpeper,Charlottesville,-78.2451004690409,37.9903100781146,2023-03-16,2023,March,3,Thursday,3,Deer,I-64
1937,f382df0d-c2f8-445c-a2b5-4520f72c4706,3/15/2023 2:00:26 PM,Deer,,I-64,37.8791505145262,-79.5405467414107,Rockbridge County,Staunton,Lexington,-79.5405467414107,37.8791505145262,2023-03-15,2023,March,3,Wednesday,2,Deer,I-64
1936,c70b8c45-c26d-4b37-bd0f-5830f6dd7331,3/15/2023 1:21:05 PM,Deer,,I-64,38.0438271242843,-78.8118739084535,Albemarle County,Culpeper,Charlottesville,-78.8118739084535,38.0438271242843,2023-03-15,2023,March,3,Wednesday,2,Deer,I-64
1935,6a19c588-47bc-4149-bd07-893b040f41a6,3/15/2023 12:56:44 PM,Deer,,I-64,38.0355802065935,-78.6171703106463,Albemarle County,Culpeper,Charlottesville,-78.6171703106463,38.0355802065935,2023-03-15,2023,March,3,Wednesday,2,Deer,I-64
1932,e520eab8-983d-4a81-aad9-12186a4b9bb4,3/13/2023 1:42:59 PM,Deer,,I-64,37.9966761008769,-78.3030698785759,Albemarle County,Culpeper,Charlottesville,-78.3030698785759,37.9966761008769,2023-03-13,2023,March,3,Monday,0,Deer,I-64
1931,e1d9371a-6c08-4dda-9290-e084c0f4eb40,3/13/2023 1:12:41 PM,Deer,,I-64,38.0337248676624,-78.627641090247,Albemarle County,Culpeper,Charlottesville,-78.627641090247,38.0337248676624,2023-03-13,2023,March,3,Monday,0,Deer,I-64
